model,base_model,finetuned_dataset,eval_accuracy,task_type,learning_rate,batch_size,num_epochs,created_at,last_modified,license,downloads
gneuert/bert-emotion,distilbert-base-uncased,tweet_eval,,sequence_classification,5e-05,4,3.0,,2023-01-06T18:04:07.000Z,,3
nizar-sayad/twitter-roberta-base-sentiment-latest,roberta-base,tweet_eval,,sequence_classification,,,,,2023-04-20T13:04:22.000Z,,3
BenPerlin/bert-emotion,distilbert-base-uncased,tweet_eval,,sequence_classification,5e-05,4,3.0,,2023-05-30T15:34:36.000Z,,3
paku90/bert-emotion,distilbert-base-uncased,tweet_eval,,sequence_classification,5e-05,4,3.0,,2023-05-30T15:48:07.000Z,,3
margotwagner/roberta-psychotherapy-eval,roberta-base,tweet_eval,,sequence_classification,,,,,2023-10-24T18:15:54.000Z,,3
Priyanka-Balivada/bert-5-epoch-sentiment,bert-base-uncased,tweet_eval,0.6754,sequence_classification,2e-05,16,5.0,,2023-10-29T14:56:08.000Z,,3
HSIEN1009/distilbert-base-uncased-finetuned-tweet_eval_sentiment,distilbert-base-uncased,tweet_eval,0.6876,sequence_classification,2e-05,32,2.0,,2024-01-08T14:49:01.000Z,,3
researchworkai/Sentiment-roBERTa-Twitter,roberta-base,tweet_eval,,sequence_classification,,,,,2024-01-09T11:49:19.000Z,,3
TransferGraph/distilbert-base-uncased-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6764,sequence_classification,0.0005,32,8.0,,2024-02-29T13:33:52.000Z,,3
TransferGraph/riyadhctg_distilbert-base-uncased-finetuned-cola-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6618,sequence_classification,0.0005,32,8.0,,2024-02-27T16:59:33.000Z,,3
TransferGraph/PrasunMishra_finetuning-sentiment-model-3000-samples-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6691,sequence_classification,0.0005,32,8.0,,2024-02-27T17:01:56.000Z,,3
TransferGraph/Jeevesh8_6ep_bert_ft_cola-47-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6408,sequence_classification,0.0005,32,8.0,,2024-02-29T13:31:19.000Z,,3
TransferGraph/Alassea_glue_sst_classifier-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6649,sequence_classification,0.0005,32,8.0,,2024-02-29T13:35:28.000Z,,3
TransferGraph/navsad_navid_test_bert-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6209,sequence_classification,0.0005,32,8.0,,2024-02-29T13:35:09.000Z,,3
TransferGraph/Jeevesh8_lecun_feather_berts-8-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6754,sequence_classification,0.0005,32,8.0,,2024-02-29T13:35:28.000Z,,3
TransferGraph/aychang_bert-base-cased-trec-coarse-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6534,sequence_classification,0.0005,32,8.0,,2024-02-29T13:36:35.000Z,,3
TransferGraph/matthewburke_korean_sentiment-finetuned-lora-tweet_eval_irony,,tweet_eval,0.5906,sequence_classification,0.0005,32,8.0,,2024-02-27T17:29:26.000Z,,3
TransferGraph/bondi_bert-semaphore-prediction-w4-finetuned-lora-tweet_eval_irony,,tweet_eval,0.5895,sequence_classification,0.0005,32,8.0,,2024-02-27T17:31:22.000Z,,3
TransferGraph/ASCCCCCCCC_distilbert-base-chinese-amazon_zh_20000-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6241,sequence_classification,0.0005,32,8.0,,2024-02-29T13:38:23.000Z,,3
TransferGraph/saattrupdan_job-listing-relevance-model-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.623,sequence_classification,0.0004,32,4.0,,2024-02-29T13:06:22.000Z,,3
TransferGraph/aXhyra_presentation_sentiment_1234567-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.7433,sequence_classification,0.0004,32,4.0,,2024-02-29T12:49:27.000Z,,3
TransferGraph/Jeevesh8_feather_berts_96-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.746,sequence_classification,0.0004,32,4.0,,2024-02-29T12:49:48.000Z,,3
TransferGraph/cardiffnlp_twitter-roberta-base-2021-124m-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.7941,sequence_classification,0.0004,32,4.0,,2024-02-29T12:50:50.000Z,,3
TransferGraph/Hate-speech-CNERG_bert-base-uncased-hatexplain-rationale-two-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.7353,sequence_classification,0.0004,32,4.0,,2024-02-29T12:52:34.000Z,,3
TransferGraph/emrecan_bert-base-multilingual-cased-snli_tr-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.5401,sequence_classification,0.0004,32,4.0,,2024-02-29T12:52:40.000Z,,3
TransferGraph/classla_bcms-bertic-parlasent-bcs-ter-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.4947,sequence_classification,0.0004,32,4.0,,2024-02-29T12:53:07.000Z,,3
TransferGraph/Jeevesh8_init_bert_ft_qqp-49-finetuned-lora-tweet_eval_hate,,tweet_eval,0.722,sequence_classification,0.0004,32,4.0,,2024-02-29T13:40:36.000Z,,3
TransferGraph/aXhyra_presentation_sentiment_1234567-finetuned-lora-tweet_eval_hate,,tweet_eval,0.759,sequence_classification,0.0004,32,4.0,,2024-02-29T13:42:13.000Z,,3
TransferGraph/oferweintraub_bert-base-finance-sentiment-noisy-search-finetuned-lora-tweet_eval_hate,,tweet_eval,0.7,sequence_classification,0.0004,32,4.0,,2024-02-29T13:43:00.000Z,,3
TransferGraph/markt23917_finetuning-sentiment-model-3000-samples-finetuned-lora-tweet_eval_hate,,tweet_eval,0.748,sequence_classification,0.0004,32,4.0,,2024-02-29T13:43:09.000Z,,3
TransferGraph/finiteautomata_betonews-tweetcontext-finetuned-lora-tweet_eval_hate,,tweet_eval,0.676,sequence_classification,0.0004,32,4.0,,2024-02-29T13:46:52.000Z,,3
TransferGraph/cardiffnlp_twitter-roberta-base-2021-124m-finetuned-lora-tweet_eval_hate,,tweet_eval,0.772,sequence_classification,0.0004,32,4.0,,2024-02-29T13:47:15.000Z,,3
TransferGraph/michiyasunaga_LinkBERT-base-finetuned-lora-tweet_eval_hate,,tweet_eval,0.722,sequence_classification,0.0004,32,4.0,,2024-02-29T13:47:59.000Z,,3
TransferGraph/fabriceyhc_bert-base-uncased-imdb-finetuned-lora-tweet_eval_hate,,tweet_eval,0.688,sequence_classification,0.0004,32,4.0,,2024-02-29T13:51:40.000Z,,3
TransferGraph/Raychanan_COVID_RandomOver-finetuned-lora-tweet_eval_hate,,tweet_eval,0.573,sequence_classification,0.0004,32,4.0,,2024-02-29T13:52:32.000Z,,3
TransferGraph/Jeevesh8_feather_berts_92-finetuned-lora-tweet_eval_hate,,tweet_eval,0.745,sequence_classification,0.0004,32,4.0,,2024-02-29T13:53:00.000Z,,3
TransferGraph/JonatanGk_roberta-base-ca-finetuned-hate-speech-offensive-catalan-finetuned-lora-tweet_eval_hate,,tweet_eval,0.707,sequence_classification,0.0004,32,4.0,,2024-02-29T13:53:20.000Z,,3
tanzeelabbas114/emojibert-sentiment-analysis,bert-base-uncased,tweet_eval,,sequence_classification,,,,,2025-12-17T17:12:37.000Z,,3
olafuraron/twitter-roberta-base-sentiment-latest-safetensors,roberta-base,tweet_eval,,sequence_classification,,,,,2026-01-08T20:20:18.000Z,,3
ENTUM-AI/roberta-toxic-classifier-en,roberta-base,tweet_eval,,sequence_classification,,,,,2026-03-06T10:12:09.000Z,,3
giovannibonisoli/sentiment-model,roberta-base,tweet_eval,,sequence_classification,,,,,2026-05-14T13:12:47.000Z,,3
aXhyra/demo_irony_31415,distilbert-base-uncased,tweet_eval,,sequence_classification,2.7735294032820418e-05,8,4.0,,2021-12-13T17:54:43.000Z,,2
aXhyra/presentation_emotion_1234567,distilbert-base-uncased,tweet_eval,,sequence_classification,5.18796906442746e-05,8,4.0,,2021-12-15T10:46:43.000Z,,2
aXhyra/presentation_sentiment_1234567,distilbert-base-uncased,tweet_eval,,sequence_classification,7.2792011721188e-06,4,4.0,,2021-12-14T23:23:42.000Z,,2
marcolatella/emotion_trained_1234567,distilbert-base-uncased,tweet_eval,,sequence_classification,6.961635072722524e-05,16,4.0,,2021-12-11T21:27:53.000Z,,2
marcolatella/emotion_trained_31415,distilbert-base-uncased,tweet_eval,,sequence_classification,6.961635072722524e-05,16,4.0,,2021-12-11T21:18:38.000Z,,2
marcolatella/hate_trained_31415,distilbert-base-uncased,tweet_eval,,sequence_classification,2.7272339744854407e-05,16,4.0,,2021-12-11T20:49:00.000Z,,2
mehnaazasad/bert-emotion,distilbert-base-uncased,tweet_eval,,sequence_classification,5e-05,4,3.0,,2022-05-25T03:35:20.000Z,,2
cardiffnlp/twitter-roberta-base-dec2021-emoji,roberta-base,tweet_eval,0.45838,sequence_classification,,,,,2022-12-02T17:50:16.000Z,,2
cardiffnlp/roberta-base-hate,roberta-base,tweet_eval,0.5131313131313131,sequence_classification,,,,,2022-12-02T17:55:01.000Z,,2
cardiffnlp/twitter-roberta-base-2021-124m-emoji,roberta-base,tweet_eval,0.46162,sequence_classification,,,,,2022-12-02T17:52:08.000Z,,2
cardiffnlp/roberta-base-irony,roberta-base,tweet_eval,0.7040816326530612,sequence_classification,,,,,2022-12-02T17:53:27.000Z,,2
muhtasham/small-mlm-imdb-target-tweet,bert-base-uncased,tweet_eval,0.7406,sequence_classification,3e-05,32,200.0,,2022-12-11T07:07:25.000Z,,2
muhtasham/base-mlm-imdb-target-tweet,bert-base-uncased,tweet_eval,0.7754,sequence_classification,3e-05,32,200.0,,2022-12-11T07:16:23.000Z,,2
muhtasham/tiny-mlm-tweet-target-tweet,bert-base-uncased,tweet_eval,0.7166,sequence_classification,3e-05,32,200.0,,2022-12-11T07:19:55.000Z,,2
muhtasham/mini-mlm-tweet-target-tweet,bert-base-uncased,tweet_eval,0.7353,sequence_classification,3e-05,32,200.0,,2022-12-11T07:22:37.000Z,,2
muhtasham/small-mlm-tweet-target-tweet,bert-base-uncased,tweet_eval,0.7513,sequence_classification,3e-05,32,200.0,,2022-12-11T07:25:06.000Z,,2
muhtasham/base-mlm-tweet-target-tweet,bert-base-uncased,tweet_eval,0.7674,sequence_classification,3e-05,32,200.0,,2022-12-11T07:36:25.000Z,,2
hjashnsaz/bert-emotion,distilbert-base-uncased,tweet_eval,,sequence_classification,5e-05,4,3.0,,2023-01-05T20:05:09.000Z,,2
mahmoudNG/emotion_model,distilbert-base-uncased,tweet_eval,0.7938,sequence_classification,2e-05,16,5.0,,2023-01-19T19:18:38.000Z,,2
qilin1/distilbert-base-uncased-finetuned-emoji,distilbert-base-uncased,tweet_eval,0.3484,sequence_classification,1e-05,64,6.0,,2023-03-01T02:00:20.000Z,,2
501Good/distilbert-base-cased-finetuned-tweeteval,distilbert-base-uncased,tweet_eval,0.7888,sequence_classification,2e-05,16,5.0,,2023-05-10T08:49:50.000Z,,2
rayjyate/bert-emotion,distilbert-base-uncased,tweet_eval,,sequence_classification,5e-05,4,3.0,,2023-05-30T14:33:36.000Z,,2
ahearnlr/bert-emotion,distilbert-base-uncased,tweet_eval,,sequence_classification,5e-05,4,3.0,,2023-05-30T15:30:44.000Z,,2
gapvandyaisummer/bert-emotion,distilbert-base-uncased,tweet_eval,,sequence_classification,5e-05,4,3.0,,2023-05-30T15:41:09.000Z,,2
jsilver/bert-emotion,distilbert-base-uncased,tweet_eval,,sequence_classification,5e-05,4,3.0,,2023-05-30T15:33:48.000Z,,2
YuruiGao/bert-emotion,distilbert-base-uncased,tweet_eval,,sequence_classification,5e-05,4,3.0,,2023-05-30T15:36:04.000Z,,2
GyverTc/bert-emotion,distilbert-base-uncased,tweet_eval,,sequence_classification,5e-05,4,3.0,,2023-05-30T16:17:22.000Z,,2
adisrini11/my_awesome_model,distilbert-base-uncased,tweet_eval,0.791,sequence_classification,2e-05,16,2.0,,2023-06-17T22:49:00.000Z,,2
ZachBeesley/Tweet-Emotion,distilbert-base-uncased,tweet_eval,0.7692,sequence_classification,,,,,2023-07-30T23:56:15.000Z,,2
Dangurangu/distilbert-base-uncased-finetuned-sentiment,distilbert-base-uncased,tweet_eval,0.7285,sequence_classification,2e-05,64,2.0,,2023-08-07T08:55:47.000Z,,2
Priyanka-Balivada/electra-1-epoch-sentiment,google/electra-base-discriminator,tweet_eval,0.6924,sequence_classification,2e-05,16,1.0,,2023-10-29T10:03:22.000Z,,2
Priyanka-Balivada/electra-5-epoch-sentiment,google/electra-base-discriminator,tweet_eval,0.6894,sequence_classification,2e-05,16,5.0,,2024-02-20T14:32:28.000Z,,2
sberryman/twitter-roberta-base-sentiment-fork-latest,roberta-base,tweet_eval,,sequence_classification,,,,,2023-11-16T22:37:56.000Z,,2
salmaaidli/RoBerta,roberta-base,tweet_eval,,sequence_classification,1e-05,64,10.0,,2023-11-23T23:14:50.000Z,,2
TransferGraph/philschmid_tiny-distilbert-classification-finetuned-lora-tweet_eval_irony,,tweet_eval,0.4775,sequence_classification,0.0005,32,8.0,,2024-02-27T16:57:02.000Z,,2
TransferGraph/abdelkader_distilbert-base-uncased-finetuned-emotion-finetuned-lora-tweet_eval_irony,,tweet_eval,0.645,sequence_classification,0.0005,32,8.0,,2024-02-27T17:01:26.000Z,,2
TransferGraph/Splend1dchan_bert-base-uncased-slue-goldtrascription-e3-lr1e-4-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6869,sequence_classification,0.0005,32,8.0,,2024-02-27T17:03:51.000Z,,2
TransferGraph/crcb_isear_bert-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6953,sequence_classification,0.0005,32,8.0,,2024-02-27T17:03:54.000Z,,2
TransferGraph/connectivity_cola_6ep_ft-33-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6419,sequence_classification,0.0005,32,8.0,,2024-02-27T17:04:07.000Z,,2
TransferGraph/Jeevesh8_init_bert_ft_qqp-49-finetuned-lora-tweet_eval_irony,,tweet_eval,0.623,sequence_classification,0.0005,32,8.0,,2024-02-27T17:04:08.000Z,,2
TransferGraph/Jeevesh8_feather_berts_46-finetuned-lora-tweet_eval_irony,,tweet_eval,0.7026,sequence_classification,0.0005,32,8.0,,2024-02-29T13:27:21.000Z,,2
TransferGraph/connectivity_cola_6ep_ft-22-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6408,sequence_classification,0.0005,32,8.0,,2024-02-29T13:27:14.000Z,,2
TransferGraph/connectivity_bert_ft_qqp-7-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6471,sequence_classification,0.0005,32,8.0,,2024-02-29T13:28:20.000Z,,2
TransferGraph/pietrotrope_emotion_final-finetuned-lora-tweet_eval_irony,,tweet_eval,0.644,sequence_classification,0.0005,32,8.0,,2024-02-29T13:28:49.000Z,,2
TransferGraph/connectivity_feather_berts_28-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6953,sequence_classification,0.0005,32,8.0,,2024-02-29T13:30:25.000Z,,2
TransferGraph/Jeevesh8_bert_ft_qqp-88-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6105,sequence_classification,0.0005,32,8.0,,2024-02-29T13:31:25.000Z,,2
TransferGraph/Jeevesh8_512seq_len_6ep_bert_ft_cola-91-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6199,sequence_classification,0.0005,32,8.0,,2024-02-29T13:30:08.000Z,,2
TransferGraph/connectivity_cola_6ep_ft-10-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6639,sequence_classification,0.0005,32,8.0,,2024-02-29T13:32:27.000Z,,2
TransferGraph/connectivity_bert_ft_qqp-25-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6377,sequence_classification,0.0005,32,8.0,,2024-02-29T13:32:27.000Z,,2
TransferGraph/JB173_distilbert-base-uncased-finetuned-emotion-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6764,sequence_classification,0.0005,32,8.0,,2024-02-29T13:31:39.000Z,,2
TransferGraph/AnonymousSub_dummy_2-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6157,sequence_classification,0.0005,32,8.0,,2024-02-29T13:33:50.000Z,,2
TransferGraph/Jeevesh8_feather_berts_96-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6743,sequence_classification,0.0005,32,8.0,,2024-02-29T13:33:36.000Z,,2
TransferGraph/connectivity_bert_ft_qqp-17-finetuned-lora-tweet_eval_irony,,tweet_eval,0.5717,sequence_classification,0.0005,32,8.0,,2024-02-29T13:33:37.000Z,,2
TransferGraph/finiteautomata_betonews-tweetcontext-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6105,sequence_classification,0.0005,32,8.0,,2024-02-29T13:33:37.000Z,,2
TransferGraph/Nanatan_distilbert-base-uncased-finetuned-emotion-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6461,sequence_classification,0.0005,32,8.0,,2024-02-29T13:35:05.000Z,,2
TransferGraph/connectivity_bert_ft_qqp-1-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6419,sequence_classification,0.0005,32,8.0,,2024-02-29T13:35:27.000Z,,2
TransferGraph/bert-large-uncased-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6796,sequence_classification,0.0005,32,8.0,,2024-02-29T13:36:05.000Z,,2
TransferGraph/connectivity_bert_ft_qqp-94-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6304,sequence_classification,0.0005,32,8.0,,2024-02-29T13:35:21.000Z,,2
TransferGraph/Jeevesh8_lecun_feather_berts-7-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6848,sequence_classification,0.0005,32,8.0,,2024-02-29T13:35:33.000Z,,2
TransferGraph/boychaboy_MNLI_roberta-base-finetuned-lora-tweet_eval_irony,,tweet_eval,0.7497,sequence_classification,0.0005,32,8.0,,2024-02-29T13:37:12.000Z,,2
TransferGraph/fabriceyhc_bert-base-uncased-imdb-finetuned-lora-tweet_eval_irony,,tweet_eval,0.5864,sequence_classification,0.0005,32,8.0,,2024-02-29T13:37:20.000Z,,2
TransferGraph/mrm8488_electricidad-base-finetuned-pawsx-es-finetuned-lora-tweet_eval_irony,,tweet_eval,0.5948,sequence_classification,0.0005,32,8.0,,2024-02-27T17:33:15.000Z,,2
TransferGraph/Guscode_DKbert-hatespeech-detection-finetuned-lora-tweet_eval_irony,,tweet_eval,0.5853,sequence_classification,0.0005,32,8.0,,2024-02-29T13:38:23.000Z,,2
TransferGraph/gchhablani_bert-base-cased-finetuned-wnli-finetuned-lora-tweet_eval_irony,,tweet_eval,0.6618,sequence_classification,0.0005,32,8.0,,2024-02-29T13:38:23.000Z,,2
TransferGraph/SetFit_distilbert-base-uncased__sst2__train-16-0-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.7326,sequence_classification,0.0004,32,4.0,,2024-02-29T12:47:42.000Z,,2
TransferGraph/Jeevesh8_init_bert_ft_qqp-49-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.5535,sequence_classification,0.0004,32,4.0,,2024-02-29T12:47:54.000Z,,2
TransferGraph/crcb_isear_bert-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.7487,sequence_classification,0.0004,32,4.0,,2024-02-29T12:47:57.000Z,,2
TransferGraph/connectivity_cola_6ep_ft-33-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.6096,sequence_classification,0.0004,32,4.0,,2024-02-29T12:47:56.000Z,,2
TransferGraph/connectivity_cola_6ep_ft-22-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.7219,sequence_classification,0.0004,32,4.0,,2024-02-29T12:48:04.000Z,,2
TransferGraph/Anthos23_FS-distilroberta-fine-tuned-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.7299,sequence_classification,0.0004,32,4.0,,2024-02-29T12:48:35.000Z,,2
TransferGraph/connectivity_bert_ft_qqp-7-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.5321,sequence_classification,0.0004,32,4.0,,2024-02-29T12:48:38.000Z,,2
TransferGraph/SetFit_distilbert-base-uncased__sst2__train-32-9-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.7326,sequence_classification,0.0004,32,4.0,,2024-02-29T12:48:57.000Z,,2
TransferGraph/strickvl_nlp-redaction-classifier-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.5401,sequence_classification,0.0004,32,4.0,,2024-02-29T12:49:05.000Z,,2
TransferGraph/connectivity_feather_berts_28-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.7513,sequence_classification,0.0004,32,4.0,,2024-02-29T13:05:01.000Z,,2
TransferGraph/Jeevesh8_6ep_bert_ft_cola-47-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.639,sequence_classification,0.0004,32,4.0,,2024-02-29T12:49:27.000Z,,2
TransferGraph/connectivity_cola_6ep_ft-10-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.7353,sequence_classification,0.0004,32,4.0,,2024-02-29T12:49:38.000Z,,2
TransferGraph/JB173_distilbert-base-uncased-finetuned-emotion-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.7246,sequence_classification,0.0004,32,4.0,,2024-02-29T12:49:41.000Z,,2
TransferGraph/viviastaari_finetuning-sentiment-analysis-en-id-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.5053,sequence_classification,0.0004,32,4.0,,2024-02-29T12:50:07.000Z,,2
TransferGraph/connectivity_bert_ft_qqp-25-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.6551,sequence_classification,0.0004,32,4.0,,2024-02-29T12:50:22.000Z,,2
TransferGraph/dhimskyy_wiki-bert-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.4332,sequence_classification,0.0004,32,4.0,,2024-02-29T12:50:33.000Z,,2
TransferGraph/connectivity_bert_ft_qqp-17-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.5214,sequence_classification,0.0004,32,4.0,,2024-02-29T12:50:41.000Z,,2
TransferGraph/bert-base-uncased-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.7406,sequence_classification,0.0004,32,4.0,,2024-02-29T12:50:49.000Z,,2
TransferGraph/AnonymousSub_dummy_2-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.5535,sequence_classification,0.0004,32,4.0,,2024-02-29T12:50:50.000Z,,2
TransferGraph/connectivity_bert_ft_qqp-1-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.7059,sequence_classification,0.0004,32,4.0,,2024-02-29T12:51:13.000Z,,2
TransferGraph/IMSyPP_hate_speech_nl-finetuned-lora-tweet_eval_emotion,,tweet_eval,0.4385,sequence_classification,0.0004,32,4.0,,2024-02-29T12:51:23.000Z,,2
